Dataset,Combination,Classifier,Accuracy,Precision,Recall,F1-Score,Embedding_Dim
dataset_sem_stopwords_lemmatizado,titulo,SVM,0.8979420411591769,0.8999840003199937,0.8979420411591769,0.8978133445302512,4096
dataset_sem_stopwords_lemmatizado,titulo,RandomForest,0.8567828643427131,0.8571681280725485,0.8567828643427131,0.8567454157906693,4096
dataset_sem_stopwords_lemmatizado,titulo,LogisticRegression,0.8912221755564889,0.8932299075537476,0.8912221755564889,0.8910850050754527,4096
dataset_sem_stopwords_lemmatizado,texto,SVM,0.9353212935741285,0.935351782810376,0.9353212935741285,0.9353200385719223,4096
dataset_sem_stopwords_lemmatizado,texto,RandomForest,0.8908021839563208,0.8921553537604902,0.8908021839563208,0.8907063679874261,4096
dataset_sem_stopwords_lemmatizado,texto,LogisticRegression,0.9189416211675766,0.9190478155417026,0.9189416211675766,0.9189361874962758,4096
dataset_sem_stopwords_lemmatizado,subtitulo,SVM,0.8588828223435532,0.8828831539360976,0.8588828223435532,0.8566449036290289,4096
dataset_sem_stopwords_lemmatizado,subtitulo,RandomForest,0.8269634607307854,0.8355199907251475,0.8269634607307854,0.8258604504697091,4096
dataset_sem_stopwords_lemmatizado,subtitulo,LogisticRegression,0.8530029399412011,0.8727589357610922,0.8530029399412011,0.8510375427378609,4096
dataset_sem_stopwords_lemmatizado,titulo_subtitulo,SVM,0.9260814783704326,0.9273180502689095,0.9260814783704326,0.9260288694775283,4096
dataset_sem_stopwords_lemmatizado,titulo_subtitulo,RandomForest,0.9084418311633767,0.9089047288156396,0.9084418311633767,0.9084166300667323,4096
dataset_sem_stopwords_lemmatizado,titulo_subtitulo,LogisticRegression,0.9202015959680806,0.9208311673000017,0.9202015959680806,0.9201724484945867,4096
dataset_sem_stopwords_lemmatizado,completo,SVM,0.9672406551868963,0.9672616627979714,0.9672406551868963,0.9672402391277074,4096
dataset_sem_stopwords_lemmatizado,completo,RandomForest,0.9126417471650567,0.9134289406646549,0.9126417471650567,0.9125992578624484,4096
dataset_sem_stopwords_lemmatizado,completo,LogisticRegression,0.9475010499790004,0.9475920048256103,0.9475010499790004,0.9474982161210668,4096
dataset_sem_caracteres_especiais_lemmatizado,titulo,SVM,0.9395212095758085,0.9398396717774443,0.9395212095758085,0.9395106250939447,4096
dataset_sem_caracteres_especiais_lemmatizado,titulo,RandomForest,0.8849223015539689,0.8849400088190311,0.8849223015539689,0.8849211648060774,4096
dataset_sem_caracteres_especiais_lemmatizado,titulo,LogisticRegression,0.9193616127677446,0.9198366972458394,0.9193616127677446,0.91933941730648,4096
dataset_sem_caracteres_especiais_lemmatizado,texto,SVM,0.9395212095758085,0.9395212095758085,0.9395212095758085,0.9395212095758085,4096
dataset_sem_caracteres_especiais_lemmatizado,texto,RandomForest,0.8891222175556489,0.8901780867271043,0.8891222175556489,0.8890457702581472,4096
dataset_sem_caracteres_especiais_lemmatizado,texto,LogisticRegression,0.9168416631667367,0.9168707832323828,0.9168416631667367,0.9168400495924716,4096
dataset_sem_caracteres_especiais_lemmatizado,subtitulo,SVM,0.8576228475430492,0.8806923359630776,0.8576228475430492,0.8554413567928425,4096
dataset_sem_caracteres_especiais_lemmatizado,subtitulo,RandomForest,0.8345233095338094,0.8446538593877838,0.8345233095338094,0.8333056870833004,4096
dataset_sem_caracteres_especiais_lemmatizado,subtitulo,LogisticRegression,0.8546829063418732,0.875149846788632,0.8546829063418732,0.852681936439291,4096
dataset_sem_caracteres_especiais_lemmatizado,titulo_subtitulo,SVM,0.9483410331793364,0.9484809619058843,0.9483410331793364,0.948337205752838,4096
dataset_sem_caracteres_especiais_lemmatizado,titulo_subtitulo,RandomForest,0.9034019319613608,0.9034947852388628,0.9034019319613608,0.9033967176949566,4096
dataset_sem_caracteres_especiais_lemmatizado,titulo_subtitulo,LogisticRegression,0.9340613187736245,0.9344818466501603,0.9340613187736245,0.9340458225817793,4096
dataset_sem_caracteres_especiais_lemmatizado,completo,SVM,0.9727005459890802,0.9727168219030538,0.9727005459890802,0.9727002763218962,4096
dataset_sem_caracteres_especiais_lemmatizado,completo,RandomForest,0.9239815203695926,0.9256690113259559,0.9239815203695926,0.9239050104141695,4096
dataset_sem_caracteres_especiais_lemmatizado,completo,LogisticRegression,0.9580008399832003,0.9581569755802932,0.9580008399832003,0.9579970910054983,4096
