Dataset,Combination,Classifier,Accuracy,Precision,Recall,F1-Score,Embedding_Dim
dataset_sem_stopwords_lemmatizado,titulo,SVM,0.8861822763544729,0.8909204886189223,0.8861822763544729,0.8858393488368507,768
dataset_sem_stopwords_lemmatizado,titulo,RandomForest,0.867702645947081,0.8707019784272936,0.867702645947081,0.8674374397823355,768
dataset_sem_stopwords_lemmatizado,titulo,LogisticRegression,0.877782444351113,0.8809806204528196,0.877782444351113,0.8775281366484136,768
dataset_sem_stopwords_lemmatizado,texto,SVM,0.9235615287694247,0.9236588635887043,0.9235615287694247,0.9235574026977481,768
dataset_sem_stopwords_lemmatizado,texto,RandomForest,0.8735825283494331,0.8741636260435803,0.8735825283494331,0.8735322010134788,768
dataset_sem_stopwords_lemmatizado,texto,LogisticRegression,0.9097018059638807,0.9099135059374561,0.9097018059638807,0.909690623199489,768
dataset_sem_stopwords_lemmatizado,subtitulo,SVM,0.8500629987400252,0.8736427914591623,0.8500629987400252,0.8476689428245585,768
dataset_sem_stopwords_lemmatizado,subtitulo,RandomForest,0.8236035279294414,0.8322563591361255,0.8236035279294414,0.8224550850170496,768
dataset_sem_stopwords_lemmatizado,subtitulo,LogisticRegression,0.8446031079378412,0.8644898683273293,0.8446031079378412,0.8424633424350799,768
dataset_sem_stopwords_lemmatizado,titulo_subtitulo,SVM,0.9181016379672406,0.919953069806063,0.9181016379672406,0.9180125242739524,768
dataset_sem_stopwords_lemmatizado,titulo_subtitulo,RandomForest,0.8954220915581689,0.8975482668600688,0.8954220915581689,0.8952838922667884,768
dataset_sem_stopwords_lemmatizado,titulo_subtitulo,LogisticRegression,0.9122217555648887,0.9133087121156921,0.9122217555648887,0.9121650500815952,768
dataset_sem_stopwords_lemmatizado,completo,SVM,0.9554808903821923,0.9554808903821923,0.9554808903821923,0.9554808903821923,768
dataset_sem_stopwords_lemmatizado,completo,RandomForest,0.9109617807643847,0.9111883621169012,0.9109617807643847,0.9109490258327613,768
dataset_sem_stopwords_lemmatizado,completo,LogisticRegression,0.9433011339773204,0.9433266505434024,0.9433011339773204,0.9433004138770376,768
dataset_sem_caracteres_especiais_lemmatizado,titulo,SVM,0.9252414951700966,0.9269835277002832,0.9252414951700966,0.9251662553415635,768
dataset_sem_caracteres_especiais_lemmatizado,titulo,RandomForest,0.9000419991600168,0.9045779839572523,0.9000419991600168,0.899763529453053,768
dataset_sem_caracteres_especiais_lemmatizado,titulo,LogisticRegression,0.9210415791684167,0.9227665393773075,0.9210415791684167,0.9209621123832246,768
dataset_sem_caracteres_especiais_lemmatizado,texto,SVM,0.9231415371692566,0.9232498574818687,0.9231415371692566,0.9231369003108874,768
dataset_sem_caracteres_especiais_lemmatizado,texto,RandomForest,0.866442671146577,0.8669884315820872,0.866442671146577,0.8663917176631204,768
dataset_sem_caracteres_especiais_lemmatizado,texto,LogisticRegression,0.9097018059638807,0.9098555137164995,0.9097018059638807,0.9096937457258071,768
dataset_sem_caracteres_especiais_lemmatizado,subtitulo,SVM,0.8530029399412011,0.8783367624949657,0.8530029399412011,0.8505097249790781,768
dataset_sem_caracteres_especiais_lemmatizado,subtitulo,RandomForest,0.8299034019319613,0.8401995911144159,0.8299034019319613,0.8286143289570395,768
dataset_sem_caracteres_especiais_lemmatizado,subtitulo,LogisticRegression,0.8450230995380092,0.8666406517423593,0.8450230995380092,0.842714016776052,768
dataset_sem_caracteres_especiais_lemmatizado,titulo_subtitulo,SVM,0.9370012599748005,0.9385188329537008,0.9370012599748005,0.9369475413259901,768
dataset_sem_caracteres_especiais_lemmatizado,titulo_subtitulo,RandomForest,0.9202015959680806,0.922109845009773,0.9202015959680806,0.9201125383946941,768
dataset_sem_caracteres_especiais_lemmatizado,titulo_subtitulo,LogisticRegression,0.9311213775724485,0.9322953120763097,0.9311213775724485,0.9310753972161089,768
dataset_sem_caracteres_especiais_lemmatizado,completo,SVM,0.9613607727845443,0.9614078160829234,0.9613607727845443,0.9613598730946511,768
dataset_sem_caracteres_especiais_lemmatizado,completo,RandomForest,0.9290214195716086,0.9290364278655631,0.9290214195716086,0.9290208937231967,768
dataset_sem_caracteres_especiais_lemmatizado,completo,LogisticRegression,0.9533809323813524,0.953381235828075,0.9533809323813524,0.9533809159347916,768
