Dataset,Combination,Classifier,Accuracy,Precision,Recall,F1-Score,Embedding_Dim
dataset_sem_stopwords_lemmatizado,titulo,SVM,0.8861822763544729,0.8874866393290696,0.8861822763544729,0.886087999847965,1536
dataset_sem_stopwords_lemmatizado,titulo,RandomForest,0.8609827803443931,0.8619359696165938,0.8609827803443931,0.8608929740526703,1536
dataset_sem_stopwords_lemmatizado,titulo,LogisticRegression,0.8773624527509449,0.8781427682749572,0.8773624527509449,0.8773005101359737,1536
dataset_sem_stopwords_lemmatizado,texto,SVM,0.9134817303653927,0.9134829583763482,0.9134817303653927,0.9134816998429627,1536
dataset_sem_stopwords_lemmatizado,texto,RandomForest,0.873162536749265,0.8737680207955995,0.873162536749265,0.8731098926080687,1536
dataset_sem_stopwords_lemmatizado,texto,LogisticRegression,0.9034019319613608,0.9035164958740052,0.9034019319613608,0.9033954566463286,1536
dataset_sem_stopwords_lemmatizado,subtitulo,SVM,0.8521629567408652,0.8747164361293212,0.8521629567408652,0.8499135066148346,1536
dataset_sem_stopwords_lemmatizado,subtitulo,RandomForest,0.8370432591348173,0.8480922243902651,0.8370432591348173,0.8357472862490182,1536
dataset_sem_stopwords_lemmatizado,subtitulo,LogisticRegression,0.8488030239395212,0.8680251351320875,0.8488030239395212,0.8468113175104345,1536
dataset_sem_stopwords_lemmatizado,titulo_subtitulo,SVM,0.9210415791684167,0.9225041814953175,0.9210415791684167,0.920974251795241,1536
dataset_sem_stopwords_lemmatizado,titulo_subtitulo,RandomForest,0.9025619487610248,0.9032749911002176,0.9025619487610248,0.9025198218268445,1536
dataset_sem_stopwords_lemmatizado,titulo_subtitulo,LogisticRegression,0.9126417471650567,0.913109332058024,0.9126417471650567,0.91261770208202,1536
dataset_sem_stopwords_lemmatizado,completo,SVM,0.9609407811843763,0.9609566214697577,0.9609407811843763,0.9609403953528667,1536
dataset_sem_stopwords_lemmatizado,completo,RandomForest,0.9218815623687526,0.9220524299252912,0.9218815623687526,0.9218732937324454,1536
dataset_sem_stopwords_lemmatizado,completo,LogisticRegression,0.9517009659806804,0.9517393457324065,0.9517009659806804,0.9516998413637511,1536
dataset_sem_caracteres_especiais_lemmatizado,titulo,SVM,0.9323813523729525,0.9323816813039943,0.9323813523729525,0.9323813523729525,1536
dataset_sem_caracteres_especiais_lemmatizado,titulo,RandomForest,0.8798824023519529,0.8807271669247603,0.8798824023519529,0.8798171087902108,1536
dataset_sem_caracteres_especiais_lemmatizado,titulo,LogisticRegression,0.9147417051658967,0.9147774470384511,0.9147417051658967,0.9147400508509348,1536
dataset_sem_caracteres_especiais_lemmatizado,texto,SVM,0.9118017639647207,0.9118017639647207,0.9118017639647207,0.9118017639647207,1536
dataset_sem_caracteres_especiais_lemmatizado,texto,RandomForest,0.8647627047459051,0.8649632589644578,0.8647627047459051,0.8647433316893828,1536
dataset_sem_caracteres_especiais_lemmatizado,texto,LogisticRegression,0.9021419571608568,0.9021561025038389,0.9021419571608568,0.9021412321745849,1536
dataset_sem_caracteres_especiais_lemmatizado,subtitulo,SVM,0.8521629567408652,0.874064910998095,0.8521629567408652,0.849975723235908,1536
dataset_sem_caracteres_especiais_lemmatizado,subtitulo,RandomForest,0.8349433011339773,0.8451891883883624,0.8349433011339773,0.8337167145590895,1536
dataset_sem_caracteres_especiais_lemmatizado,subtitulo,LogisticRegression,0.8475430491390172,0.8653860769819276,0.8475430491390172,0.8456672939799796,1536
dataset_sem_caracteres_especiais_lemmatizado,titulo_subtitulo,SVM,0.9428811423771525,0.9431631560531833,0.9428811423771525,0.9428723755104033,1536
dataset_sem_caracteres_especiais_lemmatizado,titulo_subtitulo,RandomForest,0.9105417891642167,0.9112981828323059,0.9105417891642167,0.9105015329290844,1536
dataset_sem_caracteres_especiais_lemmatizado,titulo_subtitulo,LogisticRegression,0.9265014699706006,0.9267216552338979,0.9265014699706006,0.9264923677205142,1536
dataset_sem_caracteres_especiais_lemmatizado,completo,SVM,0.9693406131877362,0.9693436260310329,0.9693406131877362,0.9693405807391162,1536
dataset_sem_caracteres_especiais_lemmatizado,completo,RandomForest,0.9378412431751365,0.9378460983843607,0.9378412431751365,0.9378410238868468,1536
dataset_sem_caracteres_especiais_lemmatizado,completo,LogisticRegression,0.9601007979840404,0.960108843629825,0.9601007979840404,0.960100586844568,1536
